ds,facility,max_spots,weekend,weekday,taken_digit,taken_paper,taken_all,perc_free
2020/1/1T0:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T1:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T2:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T3:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T4:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T5:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T6:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T7:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T8:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T9:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T10:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T11:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T12:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T13:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T14:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T15:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T16:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T17:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T18:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T19:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/1T20:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T21:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T22:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/1T23:00:00+00:00,Burgdorf,155,0,2,0,0,0,100.0
2020/1/2T0:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T1:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T2:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T3:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T4:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T5:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T6:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T7:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T8:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T9:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T10:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T11:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T12:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T13:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T14:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T15:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T16:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T17:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/2T18:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/2T19:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/2T20:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/2T21:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T22:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/2T23:00:00+00:00,Burgdorf,155,0,3,0,0,0,100.0
2020/1/3T0:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T1:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T2:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T3:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T4:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T5:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T6:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T7:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T8:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T9:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T10:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T11:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T12:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T13:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T14:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T15:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T16:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T17:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T18:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T19:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T20:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T21:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T22:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/3T23:00:00+00:00,Burgdorf,155,0,4,0,0,0,100.0
2020/1/4T0:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T1:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T2:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T3:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T4:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T5:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T6:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T7:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T8:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T9:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T10:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T11:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T12:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/4T13:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/4T14:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/4T15:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/4T16:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/4T17:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T18:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T19:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T20:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T21:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T22:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/4T23:00:00+00:00,Burgdorf,155,1,5,0,0,0,100.0
2020/1/5T0:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T1:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T2:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T3:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T4:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T5:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T6:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T7:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T8:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T9:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T10:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T11:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T12:00:00+00:00,Burgdorf,155,1,6,0,0,0,100.0
2020/1/5T13:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T14:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T15:00:00+00:00,Burgdorf,155,1,6,3,0,3,98.06
2020/1/5T16:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T17:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T18:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T19:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T20:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T21:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T22:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/5T23:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/6T0:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/6T1:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/6T2:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/6T3:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/6T4:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/6T5:00:00+00:00,Burgdorf,155,0,0,4,0,4,97.42
2020/1/6T6:00:00+00:00,Burgdorf,155,0,0,6,0,6,96.13
2020/1/6T7:00:00+00:00,Burgdorf,155,0,0,8,0,8,94.84
2020/1/6T8:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/6T9:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/6T10:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/6T11:00:00+00:00,Burgdorf,155,0,0,9,0,9,94.19
2020/1/6T12:00:00+00:00,Burgdorf,155,0,0,8,0,8,94.84
2020/1/6T13:00:00+00:00,Burgdorf,155,0,0,8,0,8,94.84
2020/1/6T14:00:00+00:00,Burgdorf,155,0,0,8,0,8,94.84
2020/1/6T15:00:00+00:00,Burgdorf,155,0,0,7,0,7,95.48
2020/1/6T16:00:00+00:00,Burgdorf,155,0,0,6,0,6,96.13
2020/1/6T17:00:00+00:00,Burgdorf,155,0,0,7,0,7,95.48
2020/1/6T18:00:00+00:00,Burgdorf,155,0,0,6,0,6,96.13
2020/1/6T19:00:00+00:00,Burgdorf,155,0,0,4,0,4,97.42
2020/1/6T20:00:00+00:00,Burgdorf,155,0,0,4,0,4,97.42
2020/1/6T21:00:00+00:00,Burgdorf,155,0,0,3,0,3,98.06
2020/1/6T22:00:00+00:00,Burgdorf,155,0,0,2,0,2,98.71
2020/1/6T23:00:00+00:00,Burgdorf,155,0,0,2,0,2,98.71
2020/1/7T0:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/7T1:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/7T2:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/7T3:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/7T4:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/7T5:00:00+00:00,Burgdorf,155,0,1,1,0,1,99.35
2020/1/7T6:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T7:00:00+00:00,Burgdorf,155,0,1,8,0,8,94.84
2020/1/7T8:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T9:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T10:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T11:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T12:00:00+00:00,Burgdorf,155,0,1,10,0,10,93.55
2020/1/7T13:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T14:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T15:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T16:00:00+00:00,Burgdorf,155,0,1,9,0,9,94.19
2020/1/7T17:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T18:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T19:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T20:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T21:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T22:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/7T23:00:00+00:00,Burgdorf,155,0,1,6,0,6,96.13
2020/1/8T0:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T1:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T2:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T3:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T4:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T5:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T6:00:00+00:00,Burgdorf,155,0,2,3,0,3,98.06
2020/1/8T7:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/8T8:00:00+00:00,Burgdorf,155,0,2,4,0,4,97.42
2020/1/8T9:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T10:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T11:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/8T12:00:00+00:00,Burgdorf,155,0,2,8,0,8,94.84
2020/1/8T13:00:00+00:00,Burgdorf,155,0,2,7,0,7,95.48
2020/1/8T14:00:00+00:00,Burgdorf,155,0,2,7,0,7,95.48
2020/1/8T15:00:00+00:00,Burgdorf,155,0,2,7,0,7,95.48
2020/1/8T16:00:00+00:00,Burgdorf,155,0,2,7,0,7,95.48
2020/1/8T17:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/8T18:00:00+00:00,Burgdorf,155,0,2,2,0,2,98.71
2020/1/8T19:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/8T20:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/8T21:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/8T22:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/8T23:00:00+00:00,Burgdorf,155,0,2,1,0,1,99.35
2020/1/9T0:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T1:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T2:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T3:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T4:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T5:00:00+00:00,Burgdorf,155,0,3,1,0,1,99.35
2020/1/9T6:00:00+00:00,Burgdorf,155,0,3,3,0,3,98.06
2020/1/9T7:00:00+00:00,Burgdorf,155,0,3,6,0,6,96.13
2020/1/9T8:00:00+00:00,Burgdorf,155,0,3,8,0,8,94.84
2020/1/9T9:00:00+00:00,Burgdorf,155,0,3,8,0,8,94.84
2020/1/9T10:00:00+00:00,Burgdorf,155,0,3,8,0,8,94.84
2020/1/9T11:00:00+00:00,Burgdorf,155,0,3,7,0,7,95.48
2020/1/9T12:00:00+00:00,Burgdorf,155,0,3,6,0,6,96.13
2020/1/9T13:00:00+00:00,Burgdorf,155,0,3,6,0,6,96.13
2020/1/9T14:00:00+00:00,Burgdorf,155,0,3,6,0,6,96.13
2020/1/9T15:00:00+00:00,Burgdorf,155,0,3,5,0,5,96.77
2020/1/9T16:00:00+00:00,Burgdorf,155,0,3,4,0,4,97.42
2020/1/9T17:00:00+00:00,Burgdorf,155,0,3,5,0,5,96.77
2020/1/9T18:00:00+00:00,Burgdorf,155,0,3,6,0,6,96.13
2020/1/9T19:00:00+00:00,Burgdorf,155,0,3,5,0,5,96.77
2020/1/9T20:00:00+00:00,Burgdorf,155,0,3,3,0,3,98.06
2020/1/9T21:00:00+00:00,Burgdorf,155,0,3,3,0,3,98.06
2020/1/9T22:00:00+00:00,Burgdorf,155,0,3,2,0,2,98.71
2020/1/9T23:00:00+00:00,Burgdorf,155,0,3,2,0,2,98.71
2020/1/10T0:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T1:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T2:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T3:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T4:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T5:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T6:00:00+00:00,Burgdorf,155,0,4,1,0,1,99.35
2020/1/10T7:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T8:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T9:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T10:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T11:00:00+00:00,Burgdorf,155,0,4,4,0,4,97.42
2020/1/10T12:00:00+00:00,Burgdorf,155,0,4,6,0,6,96.13
2020/1/10T13:00:00+00:00,Burgdorf,155,0,4,6,0,6,96.13
2020/1/10T14:00:00+00:00,Burgdorf,155,0,4,6,0,6,96.13
2020/1/10T15:00:00+00:00,Burgdorf,155,0,4,6,0,6,96.13
2020/1/10T16:00:00+00:00,Burgdorf,155,0,4,5,0,5,96.77
2020/1/10T17:00:00+00:00,Burgdorf,155,0,4,6,0,6,96.13
2020/1/10T18:00:00+00:00,Burgdorf,155,0,4,3,0,3,98.06
2020/1/10T19:00:00+00:00,Burgdorf,155,0,4,3,0,3,98.06
2020/1/10T20:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T21:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T22:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/10T23:00:00+00:00,Burgdorf,155,0,4,2,0,2,98.71
2020/1/11T0:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T1:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T2:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T3:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T4:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T5:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/11T6:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/11T7:00:00+00:00,Burgdorf,155,1,5,1,0,1,99.35
2020/1/11T8:00:00+00:00,Burgdorf,155,1,5,3,0,3,98.06
2020/1/11T9:00:00+00:00,Burgdorf,155,1,5,5,0,5,96.77
2020/1/11T10:00:00+00:00,Burgdorf,155,1,5,5,0,5,96.77
2020/1/11T11:00:00+00:00,Burgdorf,155,1,5,5,0,5,96.77
2020/1/11T12:00:00+00:00,Burgdorf,155,1,5,5,0,5,96.77
2020/1/11T13:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T14:00:00+00:00,Burgdorf,155,1,5,5,0,5,96.77
2020/1/11T15:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T16:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T17:00:00+00:00,Burgdorf,155,1,5,3,0,3,98.06
2020/1/11T18:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T19:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T20:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T21:00:00+00:00,Burgdorf,155,1,5,4,0,4,97.42
2020/1/11T22:00:00+00:00,Burgdorf,155,1,5,3,0,3,98.06
2020/1/11T23:00:00+00:00,Burgdorf,155,1,5,2,0,2,98.71
2020/1/12T0:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/12T1:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T2:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T3:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T4:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T5:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T6:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T7:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T8:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/12T9:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/12T10:00:00+00:00,Burgdorf,155,1,6,2,0,2,98.71
2020/1/12T11:00:00+00:00,Burgdorf,155,1,6,3,0,3,98.06
2020/1/12T12:00:00+00:00,Burgdorf,155,1,6,4,0,4,97.42
2020/1/12T13:00:00+00:00,Burgdorf,155,1,6,3,0,3,98.06
2020/1/12T14:00:00+00:00,Burgdorf,155,1,6,4,0,4,97.42
2020/1/12T15:00:00+00:00,Burgdorf,155,1,6,4,0,4,97.42
2020/1/12T16:00:00+00:00,Burgdorf,155,1,6,3,0,3,98.06
2020/1/12T17:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T18:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T19:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T20:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T21:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T22:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/12T23:00:00+00:00,Burgdorf,155,1,6,1,0,1,99.35
2020/1/13T0:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T1:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T2:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T3:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T4:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T5:00:00+00:00,Burgdorf,155,0,0,1,0,1,99.35
2020/1/13T6:00:00+00:00,Burgdorf,155,0,0,4,0,4,97.42
2020/1/13T7:00:00+00:00,Burgdorf,155,0,0,9,0,9,94.19
2020/1/13T8:00:00+00:00,Burgdorf,155,0,0,9,0,9,94.19
2020/1/13T9:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/13T10:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/13T11:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/13T12:00:00+00:00,Burgdorf,155,0,0,9,0,9,94.19
2020/1/13T13:00:00+00:00,Burgdorf,155,0,0,10,0,10,93.55
2020/1/13T14:00:00+00:00,Burgdorf,155,0,0,9,0,9,94.19
2020/1/13T15:00:00+00:00,Burgdorf,155,0,0,8,0,8,94.84
2020/1/13T16:00:00+00:00,Burgdorf,155,0,0,7,0,7,95.48
2020/1/13T17:00:00+00:00,Burgdorf,155,0,0,5,0,5,96.77
2020/1/13T18:00:00+00:00,Burgdorf,155,0,0,5,0,5,96.77
2020/1/13T19:00:00+00:00,Burgdorf,155,0,0,4,0,4,97.42
2020/1/13T20:00:00+00:00,Burgdorf,155,0,0,3,0,3,98.06
2020/1/13T21:00:00+00:00,Burgdorf,155,0,0,3,0,3,98.06
2020/1/13T22:00:00+00:00,Burgdorf,155,0,0,2,0,2,98.71
2020/1/13T23:00:00+00:00,Burgdorf,155,0,0,2,0,2,98.71
2020/1/14T0:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T1:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T2:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T3:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T4:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T5:00:00+00:00,Burgdorf,155,0,1,2,0,2,98.71
2020/1/14T6:00:00+00:00,Burgdorf,155,0,1,4,0,4,97.42
2020/1/14T7:00:00+00:00,Burgdorf,155,0,1,8,0,8,94.84
2020/1/14T8:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T9:00:00+00:00,Burgdorf,155,0,1,11,0,11,92.9
2020/1/14T10:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T11:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T12:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T13:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T14:00:00+00:00,Burgdorf,155,0,1,12,0,12,92.26
2020/1/14T15:00:00+00:00,Burgdorf,155,0,1,11,0,11,92.9
2020/1/14T16:00:00+00:00,Burgdorf,155,0,1,11,0,11,92.9
2020/1/14T17:00:00+00:00,Burgdorf,155,0,1,8,0,8,94.84
2020/1/14T18:00:00+00:00,Burgdorf,155,0,1,7,0,7,95.48
2020/1/14T19:00:00+00:00,Burgdorf,155,0,1,8,0,8,94.84
2020/1/14T20:00:00+00:00,Burgdorf,155,0,1,8,0,8,94.84
2020/1/14T21:00:00+00:00,Burgdorf,155,0,1,7,0,7,95.48
2020/1/14T22:00:00+00:00,Burgdorf,155,0,1,5,0,5,96.77
2020/1/14T23:00:00+00:00,Burgdorf,155,0,1,5,0,5,96.77
2020/1/15T0:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T1:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T2:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T3:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T4:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T5:00:00+00:00,Burgdorf,155,0,2,6,0,6,96.13
2020/1/15T6:00:00+00:00,Burgdorf,155,0,2,5,0,5,96.77
2020/1/15T7:00:00+00:00,Burgdorf,155,0,2,9,0,9,94.19
2020/1/15T8:00:00+00:00,Burgdorf,155,0,2,13,0,13,91.61
2020/1/15T9:00:00+00:00,Burgdorf,155,0,2,13,0,13,91.61
2020/1/15T10:00:00+00:00,Burgdorf,155,0,2,13,0,13,91.61
2020/1/15T11:00:00+00:00,Burgdorf,155,0,2,13,0,13,91.61
